Id. Interno;Act;Syn;Código;Descripción;Medida;U. Venta;Color;I.V.A.;Non.;Prec. Final;Cal.;MxC ;Agr.;Cod.Art.Prov;Grupo;Línea;Marca;Coleccion;Proveedor;U. Compra;P. Lista;Costo Fin;Pei;Emb.;CxPall.;MxPall.;Cod. Barra;Observacion
1248801;1;;1323           ;Padrillos Magnun;;Generica;;IVA 21%;$   ;600,00;;0,000;;;Vino Tinto;Malbec;;;Nakbe S.A. - Ernesto Catena ;;0,000;187,000;;;0;0,000;7798126083733;;
1191901;1;;1319           ;Alma Negra By Liniers 3;;Generica;;IVA 21%;$   ;200,00;;0,000;;;Vino Tinto;Blend;;;Nakbe S.A. - Ernesto Catena ;;0,000;89,000;;;0;0,000;7798126083382;;
1188101;1;;1315           ;Alma Negra By Liniers 1;;Generica;;IVA 21%;$   ;200,00;;0,000;;;Vino Tinto;Blend;;;Nakbe S.A. - Ernesto Catena ;;0,000;130,000;;;0;0,000;7798126083351;;
1188201;1;;1316           ;Alma Negra By Liniers 2;;Generica;;IVA 21%;$   ;200,00;;0,000;;;Vino Tinto;Blend;;;Nakbe S.A. - Ernesto Catena ;;0,000;130,000;;;0;0,000;7798126083344;;
1248601;1;;1321           ;Animal Extra Brut;;Generica;;IVA 21%;$   ;11.400,00;;0,000;;;Vino Espumoso;Extra Brut;;;Nakbe S.A. - Ernesto Catena ;;0,000;0,000;;;0;0,000;7798126083061;;
1325001;1;;1336           ;Alma Negra Blend 500 Cc;;Generica;;IVA 21%;$   ;8.600,00;;0,000;;;Vino Tinto;Blend;;;Nakbe S.A. - Ernesto Catena ;;0,000;2500,000;;;0;0,000;7798126082743;;
1222801;1;;8434           ;La Posta Fazzio;;Generica;;IVA 21%;$   ;650,00;;0,000;;;Vino Tinto;Malbec;;;Casa Pirque S.A. - Casa Pirque ;;0,000;179,000;;;0;0,000;7798126082644;;
1125601;1;;642            ;Gran Enemigo;;Generica;;IVA 21%;$   ;1.200,01;;0,000;;;Vino Tinto;Blend;;;Esmeralda S.A. - Esmeralda S.A. ;;0,000;366,000;;;0;0,000;7798126082415;;
1222501;1;;8431           ;La Posta Blanco;;Generica;;IVA 21%;$   ;295,00;;0,000;;;Vino Blanco;Blend;;;Casa Pirque S.A. - Casa Pirque ;;0,000;165,000;;;0;0,000;7798126082309;;
1222701;1;;8433           ;La Posta Pinot Noir;;Generica;;IVA 21%;$   ;680,00;;0,000;;;Vino Tinto;Pinot Noir;;;Casa Pirque S.A. - Casa Pirque ;;0,000;185,000;;;0;0,000;7798126082248;;
1303;1;;1303           ;Animal Cabernet Sauvignon;;Generica;;IVA 21%;$   ;119,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Carlos Omar Reggiardo - Luigi Bosca ;;48,347;0,000;;;0;0,000;7798126081708;;
1309;1;;1309           ;Siesta Cabernet Franc;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Nakbe S.A. - Ernesto Catena ;;0,000;181,000;;;0;0,000;7798126081463;;
1349201;1;;1341           ;Mara de Uco Merlot;;Generica;;IVA 21%;$   ;12.600,00;;0,000;;;Vino Tinto;Merlot;;;Nakbe S.A. - Ernesto Catena ;;1285,000;2000,000;;;0;0,000;7798126080985;;
1248701;1;;1322           ;Padrillos Pinot Noir;;Generica;;IVA 21%;$   ;425,00;;0,000;;;Vino Tinto;Pinot Noir;;;Nakbe S.A. - Ernesto Catena ;;0,000;254,000;;;0;0,000;7798126080954;;
1248901;1;;1313           ;Alma Negra Sparkling Magnun;;Generica;;IVA 21%;$   ;44.000,00;;0,000;;;Vino Espumoso;Extra Brut;;;Nakbe S.A. - Ernesto Catena ;;5132,000;8000,000;;;0;0,000;7798126080800;;
1091901;1;;1310           ;Alma Negra Sparkling;;Generica;;IVA 21%;$   ;4.450,00;;0,000;;;Vino Espumoso;Extra Brut;;;Nakbe S.A. - Ernesto Catena ;;0,000;2225,000;;;0;0,000;7798126080695;;
1106201;1;;1312           ;Padrillos Malbec;;Generica;;IVA 21%;$   ;272,00;;0,000;;;Vino Tinto;Malbec;;;Nakbe S.A. - Ernesto Catena ;;0,000;66,000;;;0;0,000;7798126080534;;
1302;1;;1302           ;Animal Colours Malbec;;Generica;;IVA 21%;$   ;11.320,00;;0,000;;;Vino Tinto;Malbec;;;Nakbe S.A. - Ernesto Catena ;;3107,200;98,610;;;0;0,000;7798126080459;;
1304;1;;1304           ;Animal Rose;;Generica;;IVA 21%;$   ;84,00;;0,000;;;Vino Espumoso;Extra Brut;;;Carlos Omar Reggiardo - Luigi Bosca ;;45,120;0,000;;;0;0,000;7798126080411;;
1191801;1;;1318           ;Luca Chardonnay;;Generica;;IVA 21%;$   ;840,01;;0,000;;;Vino Blanco;Chardonnay;;;Casa Pirque S.A. - Casa Pirque ;;0,000;0,000;;;0;0,000;7798126080251;;
1226301;1;;8417           ;Luca Malbec;;Generica;;IVA 21%;$   ;1.640,00;;0,000;;;Vino Tinto;Malbec;;;Casa Pirque S.A. - Casa Pirque ;;0,000;940,000;;;0;0,000;7798126080237;;
1231901;1;;8418           ;Luca Syrah;;Generica;;IVA 21%;$   ;1.310,01;;0,000;;;Vino Tinto;Syrah;;;Casa Pirque S.A. - Casa Pirque ;;0,000;660,000;;;0;0,000;7798126080213;;
1307;1;;1307           ;Siesta Malbec;;Generica;;IVA 21%;$   ;442,00;;0,000;;;Vino Tinto;Malbec;;;Nakbe S.A. - Ernesto Catena ;;0,000;195,000;;;0;0,000;7798126080077;;
1308;1;;AÑ1308         ;Siesta Syrah 07;;Generica;;IVA 21%;$   ;9.213,00;;0,000;;;Vino Tinto;Syrah;;;Carlos Omar Reggiardo - Luigi Bosca ;;106,360;181,000;;;0;0,000;7798126080053;;
1301;1;;1301           ;Alma Negra Blend;;Generica;;IVA 21%;$   ;19.000,00;;0,000;;;Vino Tinto;Blend;;;Nakbe S.A. - Ernesto Catena ;;0,000;4000,000;;;0;0,000;7798126080015;;
1322301;1;;6121           ;Ciruelo Malbec;;Generica;;IVA 21%;$   ;960,00;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;480,000;;;0;0,000;7798125860366;;
1207401;1;;4966           ;Revancha Peon  Malbec;;Generica;;IVA 21%;$   ;550,01;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;275,000;;;0;0,000;7798125639313;;
1207301;1;;4965           ;Revancha Torre Malbec;;Generica;;IVA 21%;$   ;900,00;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;195,000;;;0;0,000;7798125638231;;
1254201;1;;7027           ;Lunta Torrontes Mendel;;Generica;;IVA 21%;$   ;2.500,01;;0,000;;;Vino Blanco;Torrontes;;;Bodega Tres Blasones S.A. - ;;0,000;1500,000;;;0;0,000;7798125637722;;
1195401;1;;7025           ;Lunta Cabernet Sauvignon;;Generica;;IVA 21%;$   ;540,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Bodega Tres Blasones S.A. - ;;0,000;270,000;;;0;0,000;7798125637364;;
1286001;1;;7018           ;Mendel Cabernet Sauvignon;;Generica;;IVA 21%;$   ;4.900,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Bodega Tres Blasones S.A. - ;;537,190;2500,000;;;0;0,000;7798125636718;;
1195301;1;;7024           ;Lunta Malbec Mendel;;Generica;;IVA 21%;$   ;4.900,00;;0,000;;;Vino Tinto;Malbec;;;Bodega Tres Blasones S.A. - ;;0,000;1600,000;;;0;0,000;7798125635414;;
1254301;1;;7022           ;Mendel Semillon ;;Generica;;IVA 21%;$   ;3.900,00;;0,000;;;Vino Blanco;Pinot Grigio;;;Bodega Tres Blasones S.A. - ;;0,000;2000,000;;;0;0,000;7798125634813;;
1195201;1;;7020           ;Mendel Malbec;;Generica;;IVA 21%;$   ;4.900,00;;0,000;;;Vino Tinto;Malbec;;;Bodega Tres Blasones S.A. - ;;3719,010;2500,000;;;0;0,000;7798125633410;;
1205401;1;;7023           ;Mendel Unus;;Generica;;IVA 21%;$   ;16.500,00;;0,000;;;Vino Tinto;Blend;;;Bodega Tres Blasones S.A. - ;;0,000;5000,000;;;0;0,000;7798125632819;;
1205501;1;;7026           ;Lunta Tempranillo;;Generica;;IVA 21%;$   ;540,00;;0,000;;;Vino Tinto;Tempranillo;;;Bodega Tres Blasones S.A. - ;;0,000;270,000;;;0;0,000;7798125631317;;
1282301;1;;7019           ;Mendel Rosadia;;Generica;;IVA 21%;$   ;12.000,01;;0,000;;;Vino Rosado;Merlot;;;Bodega Tres Blasones S.A. - ;;5454,550;3500,000;;;0;0,000;7798125630976;;
1334901;1;;7028           ;Mendel Cabernet Franc;;Generica;;IVA 21%;$   ;8.500,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Bodega Tres Blasones S.A. - ;;3719,010;2500,000;;;0;0,000;7798125630815;;
1154401;1;;117            ;Decero Syrah;;Generica;;IVA 21%;$   ;36.400,01;;0,000;;;Vino Tinto;Syrah;;;Wine Cluster S.A. - Clusters ;;0,000;82,500;;;0;0,000;7798125585306;;
1122701;1;;115            ;Decero Cabernet Sauvignon;;Generica;;IVA 21%;$   ;36.400,01;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Wine Cluster S.A. - Clusters ;;0,000;82,500;;;0;0,000;7798125585276;;
1154501;1;;116            ;Decero Malbec;;Generica;;IVA 21%;$   ;36.400,01;;0,000;;;Vino Tinto;Malbec;;;Wine Cluster S.A. - Clusters ;;0,000;82,500;;;0;0,000;7798125585245;;
1182201;1;;7121           ;Tupun Extra Brut;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Vino Espumoso;Extra Brut;;;Tupun - ;;0,000;60,000;;;0;0,000;7798124863306;;
1200101;1;;3966           ;Alma Austral Torrontes;;Generica;;IVA 21%;$   ;95,00;;0,000;;;Vino Blanco;Torrontes;;;La Baracca Wines S.R.L - Chakana ;;0,000;0,000;;;0;0,000;7798124861166;;
1200001;1;;3965           ;Alma Austral Cabernet Sauvignon;;Generica;;IVA 21%;$   ;95,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;La Baracca Wines S.R.L - Chakana ;;0,000;0,000;;;0;0,000;7798124861159;;
1171301;1;;7117           ;Laderas Reserva Cabernet Sauvignon ;;Generica;;IVA 21%;$   ;130,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Tupun - ;;0,000;38,630;;;0;0,000;7798124861050;;
1171201;1;;7116           ;Laderas Reserva Malbec;;Generica;;IVA 21%;$   ;130,00;;0,000;;;Vino Tinto;Malbec;;;Tupun - ;;0,000;38,630;;;0;0,000;7798124861043;;
1186501;1;;3964           ;Alma Austral Malbec;;Generica;;IVA 21%;$   ;3.900,00;;0,000;;;Vino Tinto;Malbec;;;La Baracca Wines S.R.L - Chakana ;;0,000;2100,000;;;0;0,000;7798124861005;;
1167101;1;;7106           ;Tupun Reserva Cabernet Sauvignon;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Tupun - ;;0,000;50,000;;;0;0,000;7798124860794;;
1167001;1;;7105           ;Tupun Reserva Malbec;;Generica;;IVA 21%;$   ;450,00;;0,000;;;Vino Tinto;Malbec;;;Tupun - ;;0,000;50,000;;;0;0,000;7798124860770;;
1190301;1;;7123           ;Tupun Singular Tinto;;Generica;;IVA 21%;$   ;420,00;;0,000;;;Vino Tinto;Blend;;;Tupun - ;;0,000;360,000;;;0;0,000;7798124860756;;
1166801;1;;7103           ;Vulcano Cab Sau - Cab Franc;;Generica;;IVA 21%;$   ;440,00;;0,000;;;Vino Tinto;Blend;;;Tupun - ;;0,000;109,000;;;0;0,000;7798124860664;;
1171701;1;;7118           ;Laderas Del Valle Malbec;;Generica;;IVA 21%;$   ;130,00;;0,000;;;Vino Tinto;Malbec;;;Tupun - ;;0,000;43,000;;;0;0,000;7798124860350;;
1171101;1;;7115           ;Miss Charlen Cabernet Sauvignon;;Generica;;IVA 21%;$   ;45,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Tupun - ;;0,000;20,450;;;0;0,000;7798124860343;;
1167801;1;;7112           ;Tupun Bonarda;;Generica;;IVA 21%;$   ;160,00;;0,000;;;Vino Tinto;Bonarda;;;Tupun - ;;0,000;34,100;;;0;0,000;7798124860275;;
1167901;1;;7113           ;Tupun Chardonnay;;Generica;;IVA 21%;$   ;120,00;;0,000;;;Vino Blanco;Chardonnay;;;Tupun - ;;0,000;54,000;;;0;0,000;7798124860268;;
1167401;1;;7108           ;Tupun Reserva Pinot Noir;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Tinto;Pinot Noir;;;Tupun - ;;0,000;50,000;;;0;0,000;7798124860237;;
1167201;1;;7107           ;Tupun Reserva Bonarda;;Generica;;IVA 21%;$   ;340,00;;0,000;;;Vino Tinto;Bonarda;;;Tupun - ;;0,000;50,000;;;0;0,000;7798124860206;;
1179801;1;;7120           ;Tupun Torrontes;;Generica;;IVA 21%;$   ;160,00;;0,000;;;Vino Blanco;Torrontes;;;Tupun - ;;0,000;54,000;;;0;0,000;7798124860176;;
1167701;1;;7111           ;Tupun Cabernet Sauvignon;;Generica;;IVA 21%;$   ;180,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Tupun - ;;0,000;73,000;;;0;0,000;7798124860114;;
1166601;1;;AÑ7101         ;Cuño Blend 2011;;Generica;;IVA 21%;$   ;1.200,01;;0,000;;;Vino Tinto;Blend;;;Tupun - ;;0,000;175,000;;;0;0,000;7798124860060;;
1166901;1;;7104           ;Vulcano Malbec - Bonarda;;Generica;;IVA 21%;$   ;440,00;;0,000;;;Vino Tinto;Blend;;;Tupun - ;;0,000;109,000;;;0;0,000;7798124860039;;
1167501;1;;7109           ;Tupun Reserva Viognier;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Blanco;Viognier;;;Tupun - ;;0,000;50,000;;;0;0,000;7798124860015;;
2008401;1;;11506          ;Staphyle Premium Cabernet Franc;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Cabernet Franc;;Vinos;Staphyle S.A - ;;452,065;550,000;;;0;0,000;7798124702186;;
2008101;1;;11503          ;Staphyle Part. Ltda. Blend;;Generica;;IVA 21%;$   ;2.110,00;;0,000;;;Vino Tinto;Blend;;Vinos;Staphyle S.A - ;;870,661;1055,000;;;0;0,000;7798124701417;;
2008201;1;;11504          ;Staphyle Part. Ltda. Cabernet Franc;;Generica;;IVA 21%;$   ;2.110,00;;0,000;;;Vino Tinto;Cabernet Franc;;Vinos;Staphyle S.A - ;;870,661;1055,000;;;0;0,000;7798124701400;;
2008001;1;;11502          ;Staphyle Part. Ltda. Malbec;;Generica;;IVA 21%;$   ;3.300,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Staphyle S.A - ;;870,661;1055,000;;;0;0,000;7798124701394;;
2008501;1;;11507          ;Staphyle Premium Merlot;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Merlot;;Vinos;Staphyle S.A - ;;452,065;550,000;;;0;0,000;7798124701219;;
2008701;1;;11520          ;Iris Malbec;;Generica;;IVA 21%;$   ;740,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Staphyle S.A - ;;304,133;0,000;;;0;0,000;7798124700939;;
2008301;1;;11505          ;Staphyle Premium Malbec;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Staphyle S.A - ;;10000,065;550,000;;;0;0,000;7798124700236;;
2008601;1;;11515          ;Vastago de Gea Malbec;;Generica;;IVA 21%;$   ;820,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Staphyle S.A - ;;338,843;0,000;;;0;0,000;7798124700014;;
1155501;1;;5305           ;Doña Silvina Petit Verdot;;Generica;;IVA 21%;$   ;240,00;;0,000;;;Vino Tinto;Tinto;;;CK y Asociados S.A. - Doña Silvina ;;0,000;75,000;;;0;0,000;7798124150239;;
1165301;1;;5306           ;Doña Silvina Grappa;;Generica;;IVA 21%;$   ;200,00;;0,000;;;Destilados;Vodka;;;CK y Asociados S.A. - Doña Silvina ;;0,000;100,000;;;0;0,000;7798124150178;;
1114101;1;;5304           ;Doña Silvina Rosado;;Generica;;IVA 21%;$   ;40,00;;0,000;;;Vino Rosado;Merlot;;;CK y Asociados S.A. - Doña Silvina ;;0,000;0,000;;;0;0,000;7798124150086;;
1108801;1;;5303           ;Doña Silvina Fresh;;Generica;;IVA 21%;$   ;52,01;;0,000;;;Vino Rosado;Merlot;;;CK y Asociados S.A. - Doña Silvina ;;0,000;0,000;;;0;0,000;7798124150079;;
1108601;1;;5301           ;Doña Silvina Reserva Malbec;;Generica;;IVA 21%;$   ;1.800,00;;0,000;;;Vino Tinto;Malbec;;;CK y Asociados S.A. - Doña Silvina ;;0,000;900,000;;;0;0,000;7798124150031;;
1108701;1;;5302           ;Doña Silvina Malbec;;Generica;;IVA 21%;$   ;150,00;;0,000;;;Vino Tinto;Malbec;;;CK y Asociados S.A. - Doña Silvina ;;63,640;77,000;;;0;0,000;7798124150024;;
1109901;1;;4720           ;Las Perdices Gewurztraminer;;Generica;;IVA 21%;$   ;41.900,00;;0,000;;;Vino Blanco;Gewurstraminer;;;Consultora Umami SRL - Umami ;;1672,023;3700,000;;;0;0,000;7798123974331;;
1333701;1;;4760           ;Las Perdices Ya Lo Sabes;;Generica;;IVA 21%;$   ;2.528,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Consultora Umami SRL - Umami ;;0,000;1264,000;;;0;0,000;7798123972436;;
1315601;1;;4851           ;Las Perdices Ala Colorada Tannat ;;Generica;;IVA 21%;$   ;27.620,00;;0,000;;;Vino Tinto;Tannat;;;Consultora Umami SRL - Umami ;;0,000;2300,000;;;0;0,000;7798123972207;;
1314601;1;;4750           ;Partridge Blend Las Perdices;;Generica;;IVA 21%;$   ;9.599,99;;0,000;;;Vino Tinto;Blend;;;Consultora Umami SRL - Umami ;;743,802;800,000;;;0;0,000;7798123972115;;
1311601;1;;4747           ;Las Perdices Exploracion Gualtallary;;Generica;;IVA 21%;$   ;31.480,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;0,000;1800,000;;;0;0,000;7798123971545;;
1333801;1;;4761           ;Las Perdices Victimas Del Cielo;;Generica;;IVA 21%;$   ;3.412,01;;0,000;;;Vino Tinto;Cabernet Franc;;;Consultora Umami SRL - Umami ;;0,000;1800,000;;;0;0,000;7798123971422;;
1333901;1;;4762           ;Las Perdices Brindando Por Nada;;Generica;;IVA 21%;$   ;1.718,01;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;0,000;860,000;;;0;0,000;7798123971415;;
1337801;1;;4758           ;Las Perdices Exploracion Casablanca;;Generica;;IVA 21%;$   ;18.250,01;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Consultora Umami SRL - Umami ;;0,000;2600,000;;;0;0,000;7798123971408;;
1311701;1;;4748           ;Las Perdices Exploracion La Consulta;;Generica;;IVA 21%;$   ;31.480,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;0,000;1800,000;;;0;0,000;7798123971392;;
1311501;1;;4746           ;Las Perdices Explorarion Altamira;;Generica;;IVA 21%;$   ;31.480,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;0,000;1800,000;;;0;0,000;7798123971347;;
1314701;1;;4751           ;Partridge Chardonnay Las Perdices;;Generica;;IVA 21%;$   ;5.200,00;;0,000;;;Vino Blanco;Chardonnay;;;Consultora Umami SRL - Umami ;;5176,860;800,000;;;0;0,000;7798123971323;;
1308001;1;;4744           ;Partridge Malbec Las Perdices;;Generica;;IVA 21%;$   ;9.599,99;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;743,802;800,000;;;0;0,000;7798123971309;;
1337901;1;;4759           ;Las Perdices Exploración Riesling;;Generica;;IVA 21%;$   ;27.880,00;;0,000;;;Vino Blanco;Riesling;;;Consultora Umami SRL - Umami ;;0,000;2300,000;;;0;0,000;7798123971187;;
1312901;1;;4749           ;Las Perdices Red Blend;;Generica;;IVA 21%;$   ;2.484,00;;0,000;;;Vino Tinto;Blend;;;Consultora Umami SRL - Umami ;;0,000;1300,000;;;0;0,000;7798123971170;;
1315701;1;;4852           ;Las Perdices Ala Colorada Petit Verdot;;Generica;;IVA 21%;$   ;27.620,00;;0,000;;;Vino Tinto;Tannat;;;Consultora Umami SRL - Umami ;;0,000;1800,000;;;0;0,000;7798123971149;;
1313001;1;;4850           ;Las Perdices Ala Colorada Ancelota;;Generica;;IVA 21%;$   ;27.620,00;;0,000;;;Vino Tinto;Tannat;;;Consultora Umami SRL - Umami ;;0,000;2300,000;;;0;0,000;7798123970692;;
1165401;1;;4741           ;Las Perdices Bib Malbec;;Generica;;IVA 21%;$   ;42.000,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;5539,835;3700,000;;;0;0,000;7798123970616;;
1164601;1;;4740           ;Las Perdices Ala Colorada Cabernet Franc;;Generica;;IVA 21%;$   ;27.620,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Consultora Umami SRL - Umami ;;0,000;1800,000;;;0;0,000;7798123970593;;
1088801;1;;4704           ;Las Perdices Reserva Pinot Noir;;Generica;;IVA 21%;$   ;20.950,00;;0,000;;;Vino Tinto;Pinot Noir;;;Consultora Umami SRL - Umami ;;52,110;1161,000;;;0;0,000;7798123970432;;
1088901;1;;4706           ;Las Perdices Reserva Sauvignon Blanc;;Generica;;IVA 21%;$   ;2.322,00;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Consultora Umami SRL - Umami ;;52,110;1161,000;;;0;0,000;7798123970425;;
1088701;1;;4705           ;Las Perdices Exploración Albariño;;Generica;;IVA 21%;$   ;27.880,00;;0,000;;;Vino Blanco;Blend;;;Consultora Umami SRL - Umami ;;2142,148;2300,000;;;0;0,000;7798123970395;;
1088501;1;;4702           ;Las Perdices Reserva Cabernet Sauvignon;;Generica;;IVA 21%;$   ;20.950,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Consultora Umami SRL - Umami ;;52,110;1161,000;;;0;0,000;7798123970388;;
1111401;1;;4710           ;Las Perdices Extra Brut;;Generica;;IVA 21%;$   ;20.950,00;;0,000;;;Vino Espumoso;Extra Brut;;;Consultora Umami SRL - Umami ;;0,000;0,000;;;0;0,000;7798123970319;;
1118101;1;;4723           ;Las Perdices Champenoise Rose;;Generica;;IVA 21%;$   ;24.400,00;;0,000;;;Vino Espumoso;Extra Brut;;;Consultora Umami SRL - Umami ;;0,000;1300,000;;;0;0,000;7798123970302;;
1088401;1;;4701           ;Las Perdices Reserva Malbec;;Generica;;IVA 21%;$   ;20.950,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;630,740;1900,000;;;0;0,000;7798123970296;;
1088601;1;;4703           ;Las Perdices Reserva Bonarda;;Generica;;IVA 21%;$   ;2.322,00;;0,000;;;Vino Tinto;Bonarda;;;Consultora Umami SRL - Umami ;;1695,868;1200,000;;;0;0,000;7798123970265;;
1089001;1;;4707           ;Las Perdices Champenoise Extra Brut;;Generica;;IVA 21%;$   ;18.900,01;;0,000;;;Vino Espumoso;Extra Brut;;;Consultora Umami SRL - Umami ;;2040,991;1600,000;;;0;0,000;7798123970234;;
1111601;1;;4721           ;Las Perdices Viognier;;Generica;;IVA 21%;$   ;1.600,00;;0,000;;;Vino Blanco;Viognier;;;Consultora Umami SRL - Umami ;;0,000;800,000;;;0;0,000;7798123970197;;
1338101;1;;4763           ;Las Perdices Sauvignon Blanc;;Generica;;IVA 21%;$   ;1.600,00;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Consultora Umami SRL - Umami ;;466,777;800,000;;;0;0,000;7798123970166;;
1089201;1;;4709           ;Las Perdices Cabernet Sauvignon;;Generica;;IVA 21%;$   ;1.600,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Consultora Umami SRL - Umami ;;583,471;800,000;;;0;0,000;7798123970111;;
1089101;1;;4708           ;Las Perdices Malbec;;Generica;;IVA 21%;$   ;13.600,00;;0,000;;;Vino Tinto;Malbec;;;Consultora Umami SRL - Umami ;;649,035;1300,000;;;0;0,000;7798123970098;;
10103;1;;10103          ;Otro Mundo Nut Brown;;Generica;;IVA 21%;$   ;45,00;;0,000;;;Cervezas;Nacionales;;;Alta Distribucion S.A. - Alta Distribucion ;;16,200;30,000;;;0;0,000;7798123860078;;
10101;1;;10101          ;Otro Mundo Golden Ale;;Generica;;IVA 21%;$   ;45,00;;0,000;;;Cervezas;Nacionales;;;Alta Distribucion S.A. - Alta Distribucion ;;16,200;30,000;;;0;0,000;7798123860047;;
10102;1;;10102          ;Otro Mundo Strong Red;;Generica;;IVA 21%;$   ;45,00;;0,000;;;Cervezas;Nacionales;;;Alta Distribucion S.A. - Alta Distribucion ;;16,200;30,000;;;0;0,000;7798123860016;;
1249101;1;;7714           ;Tomero Cabernet Franc Vistalba;;Generica;;IVA 21%;$   ;2.100,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Bodega Vistalba S.A. - ;;1231,405;1100,000;;;0;0,000;7798121941236;;
1187201;1;;7704           ;Tomero S.V Malbec Vistalba;;Generica;;IVA 21%;$   ;4.100,00;;0,000;;;Vino Tinto;Malbec;;;Wine Company S.A. - ;;223,140;2100,000;;;0;0,000;7798121940994;;
1187301;1;;7705           ;Tomero S.V Syrah Vistalba;;Generica;;IVA 21%;$   ;4.500,00;;0,000;;;Vino Tinto;Syrah;;;Bodega Vistalba S.A. - ;;0,000;2300,000;;;0;0,000;7798121940604;;
1187801;1;;7712           ;Tomero Rose de Malbec;;Generica;;IVA 21%;$   ;125,01;;0,000;;;Vino Rosado;Merlot;;;Wine Company S.A. - ;;103,310;0,000;;;0;0,000;7798121940314;;
1187601;1;;7710           ;Tomero Malbec Vistalba;;Generica;;IVA 21%;$   ;2.890,00;;0,000;;;Vino Tinto;Malbec;;;Bodega Vistalba S.A. - ;;2561,983;1100,000;;;0;0,000;7798121940123;;
1187901;1;;7713           ;Tomero Sauvignon Blanc;;Generica;;IVA 21%;$   ;125,01;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Wine Company S.A. - ;;103,310;62,500;;;0;0,000;7798121940109;;
1187101;1;;7703           ;Vistalba Corte C;;Generica;;IVA 21%;$   ;2.600,00;;0,000;;;Vino Tinto;Blend;;;Bodega Vistalba S.A. - ;;1528,926;1400,000;;;0;0,000;7798121940031;;
1187001;1;;7702           ;Vistalba Corte B;;Generica;;IVA 21%;$   ;830,00;;0,000;;;Vino Tinto;Blend;;;Wine Company S.A. - ;;223,140;415,000;;;0;0,000;7798121940024;;
1187701;1;;7711           ;Tomero Cabernet Sauvignon Vistalba;;Generica;;IVA 21%;$   ;1.920,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Bodega Vistalba S.A. - ;;107,438;1000,000;;;0;0,000;779812190130;;
1223101;1;;8412           ;Aruma;;Generica;;IVA 21%;$   ;6.200,00;;0,000;;;Vino Tinto;Malbec;;;Casa Pirque S.A. - Casa Pirque ;;0,000;2225,000;;;0;0,000;7798121461031;;
1222301;1;;8410           ;Caro;;Generica;;IVA 21%;$   ;8.220,00;;0,000;;;Vino Tinto;Blend;;;Casa Pirque S.A. - Casa Pirque ;;0,000;4110,000;;;0;0,000;7798121461000;;
1205;1;;1205           ;Barrandica Cabernet Sauvignon;;Generica;;IVA 21%;$   ;55,01;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Dulmes - Dulmes ;;0,000;0,000;;;0;0,000;7798119440345;;
