Id. Interno;Act;Syn;Código;Descripción;Medida;U. Venta;Color;I.V.A.;Non.;Prec. Final;Cal.;MxC ;Agr.;Cod.Art.Prov;Grupo;Línea;Marca;Coleccion;Proveedor;U. Compra;P. Lista;Costo Fin;Pei;Emb.;CxPall.;MxPall.;Cod. Barra;Observacion
1276401;1;;REFRE          ;Refrigerios;;Generica;;IVA 21%;$   ;0,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;;;
1082401;1;;1              ;Regalo Empresarial  ;;Generica;;IVA 21%;$   ;1,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;;;
2006801;1;;2025           ;Reinero Reserva Blend;;Generica;;IVA 21%;$   ;13.500,01;;0,000;;;Vino Tinto;Blend;;Vinos;Fabian Lopez - ;;0,000;1550,000;;;0;0,000;;;
1231401;1;;7630           ;Relator Cabernet Franc;;Generica;;IVA 21%;$   ;569,99;;0,000;;;Vino Tinto;Cabernet Franc;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;285,000;;;0;0,000;;;
1271001;1;;7635           ;Relator Extra Brut;;Generica;;IVA 21%;$   ;390,00;;0,000;;;Vino Espumoso;Extra Brut;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;180,000;;;0;0,000;;;
1271101;1;;7636           ;Relator Malbec Rose;;Generica;;IVA 21%;$   ;390,00;;0,000;;;Vino Espumoso;Extra Brut;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;180,000;;;0;0,000;;;
1271201;1;;7637           ;Relator Pinot Noir;;Generica;;IVA 21%;$   ;550,01;;0,000;;;Vino Espumoso;Extra Brut;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;275,000;;;0;0,000;;;
1232201;1;;7631           ;Relator Tempranillo;;Generica;;IVA 21%;$   ;569,99;;0,000;;;Vino Tinto;Tempranillo;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;285,000;;;0;0,000;;;
1271301;1;;7638           ;Relator Tordillo Blanc de Blanc;;Generica;;IVA 21%;$   ;640,01;;0,000;;;Vino Espumoso;Extra Brut;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;320,000;;;0;0,000;;;
1284001;1;;AÑ4965         ;Revancha 1° Malbec;;Generica;;IVA 21%;$   ;1.870,01;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;935,000;;;0;0,000;;;
1284101;1;;AÑ4964         ;Revancha Gran Malbec;;Generica;;IVA 21%;$   ;2.300,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;1150,000;;;0;0,000;;;
1283601;1;;AÑ6103         ;Riccitelle The Apple Malbec 2011;;Generica;;IVA 21%;$   ;4.350,00;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;2175,000;;;0;0,000;;;
1284201;1;;AÑ6101         ;Riccitelli Republica Malbec;;Generica;;IVA 21%;$   ;3.900,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;1950,000;;;0;0,000;;;
1121001;1;;6103           ;Riccitelli The Apple Malbec;;Generica;;IVA 21%;$   ;860,00;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;430,000;;;0;0,000;;;
1283501;1;;AÑ61031        ;Riccitelli The Apple Malbec 2015;;Generica;;IVA 21%;$   ;2.100,00;;0,000;;;Vino Tinto;Malbec;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;1050,000;;;0;0,000;;;
2012601;1;;11806          ;Ricominciare Cabernet Franc ;;Generica;;IVA 21%;$   ;16.360,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Guido Bilotta - Selectos de Baco ;;502,065;1500,000;;;0;0,000;;;
2077401;1;;11809          ;Ricominciare Vivi Rose Syrah;;Generica;;IVA 21%;$   ;17.300,00;;0,000;;;Vino Rosado;Blend;;Vinos;;;0,000;0,000;;;0;0,000;;;
3105;1;;3105           ;Rincon Famoso Blanco;;Generica;;IVA 21%;$   ;22,00;;0,000;;;Vino Blanco;Blend;;;Lopez - Lopez ;;0,000;0,000;;;0;0,000;;;
3104;1;;3104           ;Rincon Famoso Tinto;;Generica;;IVA 21%;$   ;35,01;;0,000;;;Vino Tinto;Blend;;;Lopez - Lopez ;;0,000;0,000;;;0;0,000;;;
2066301;1;;3111           ;Rivas Malbec Lopez;;Generica;;IVA 21%;$   ;12.000,01;;0,000;;;Vino Tinto;Tinto;;;Lopez - Lopez ;;1,000;0,000;;;0;0,000;;;
1300801;1;;6599           ;Rj Distinto Vertical  Joffré;;Generica;;IVA 21%;$   ;200.000,00;;0,000;;;Vino Tinto;Blend;;;R. J. Viñedos S.A. - ;;11570,250;25000,000;;;0;0,000;;;
1300901;1;;6598           ;Rj Malbec Vertical Joffré;;Generica;;IVA 21%;$   ;200.000,00;;0,000;;;Vino Tinto;Malbec;;;R. J. Viñedos S.A. - ;;11570,250;25000,000;;;0;0,000;;;
1206801;1;;4942           ;Rompecabezas Malbec;;Generica;;IVA 21%;$   ;1.450,00;;0,000;;;Vino Tinto;Malbec;;;Ñuke Mapu S.R.L. - Ñuke ;;0,000;725,000;;;0;0,000;;;
1236901;1;;2522           ;Rosa de Los Vientos;;Generica;;IVA 21%;$   ;350,00;;0,000;;;Vino Espumoso;Extra Brut;;;Hiller S.A. - Hergo ;;0,000;180,000;;;0;0,000;;;
1188501;1;;7803           ;Rosa de Maimará Dupont;;Generica;;IVA 21%;$   ;40.000,00;;0,000;;;Vino Rosado;Merlot;;;Guido Bilotta - Selectos de Baco ;;0,000;2100,000;;;0;0,000;;;
2068801;1;;1918           ;Rosa Rosa El Porvenir;;Generica;;IVA 21%;$   ;24.000,00;;0,000;;;Vino Rosado;Malbec;;Vinos;;;0,000;0,000;;;0;0,000;;;
1158301;1;;4620           ;Rosell Boher Grande Cuvée Millésimée;;Generica;;IVA 21%;$   ;1.900,00;;0,000;;;Vino Estuche;Estuche Champagne;;;Cavas Rosell Boher S.A. - Cavas Rosell Boher ;;0,000;950,000;;;0;0,000;;;
2062301;1;;9819           ;Royal Road;;Generica;;IVA 21%;$   ;7.150,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;0,000;;;0;0,000;;;
1296101;1;;11002          ;Rupestre Blend Domingo Molina;;Generica;;IVA 21%;$   ;25.600,01;;0,000;;;Vino Tinto;Blend;;;Prowines S.A. - ;;0,000;3612,500;;;0;0,000;;;
622;1;;622            ;Saint Felicien Malbec 2008;;Generica;;IVA 21%;$   ;130,00;;0,000;;;Vino Tinto;Malbec;;;Esmeralda S.A. - Esmeralda S.A. ;;0,000;0,000;;;0;0,000;;;
2002801;1;;4731           ;Sal de Aqui 20 Gr.;;Generica;;IVA 21%;$   ;315,00;;0,000;;;Generico;Generico;;;Consultora Umami SRL - Umami ;;136,860;158,000;;;0;0,000;;;
2002701;1;;4737           ;Sal de Aqui Merken;;Generica;;IVA 21%;$   ;1.295,99;;0,000;;;Generico;Generico;;;Consultora Umami SRL - Umami ;;0,000;700,000;;;0;0,000;;;
2002601;1;;4736           ;Sal de Aqui Salicornia;;Generica;;IVA 21%;$   ;1.295,99;;0,000;;;Generico;Generico;;;Consultora Umami SRL - Umami ;;0,000;700,000;;;0;0,000;;;
2002901;1;;4738           ;Sal de Aqui Salmuera Merken;;Generica;;IVA 21%;$   ;745,00;;0,000;;;Generico;Generico;;;Consultora Umami SRL - Umami ;;250,413;500,000;;;0;0,000;;;
2003001;1;;4739           ;Sal de Aqui Salmuera Tomillo Silvestre;;Generica;;IVA 21%;$   ;745,00;;0,000;;;Generico;Generico;;;Consultora Umami SRL - Umami ;;250,414;500,000;;;0;0,000;;;
1131301;1;;4735           ;Sal de Aqui Wakame;;Generica;;IVA 21%;$   ;1.295,99;;0,000;;;Generico;Generico;;;Consultora Umami SRL - Umami ;;0,000;700,000;;;0;0,000;;;
1293801;1;;4308           ;Salentein Blanc de Blanc;;Generica;;IVA 21%;$   ;460,01;;0,000;;;Vino Espumoso;Extra Brut;;;Bodega Salentein S.A. - Salentein ;;0,000;230,000;;;0;0,000;;;
1293901;1;;4309           ;Salentein Extra Brut;;Generica;;IVA 21%;$   ;420,00;;0,000;;;Vino Espumoso;Extra Brut;;;Bodega Salentein S.A. - Salentein ;;0,000;210,000;;;0;0,000;;;
4306;1;;4306           ;Salentein Malbec;;Generica;;IVA 21%;$   ;510,00;;0,000;;;Vino Tinto;Malbec;;;Bodega Salentein S.A. - Salentein ;;0,000;281,000;;;0;0,000;;;
4305;1;;4305           ;Salentein Merlot;;Generica;;IVA 21%;$   ;510,00;;0,000;;;Vino Estuche;Estuche Vino;;;Bodega Salentein S.A. - Salentein ;;0,000;255,000;;;0;0,000;;;
1294001;1;;4310           ;Salentein Pinot Noir;;Generica;;IVA 21%;$   ;510,00;;0,000;;;Vino Tinto;Pinot Noir;;;Bodega Salentein S.A. - Salentein ;;0,000;255,000;;;0;0,000;;;
2029801;1;;10127          ;Salta Cautiva Rubia Lata 473cc;;Generica;;IVA 21%;$   ;200,00;;0,000;;;Cervezas;Nacionales;;;Alta Distribucion S.A. - Alta Distribucion ;;51,153;100,000;;;0;0,000;;;
1226901;1;;8315           ;Saltallary;;Generica;;IVA 21%;$   ;325,01;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Gauchomalo S.R.L. - ;;0,000;0,000;;;0;0,000;;;
1349701;1;;JOV14          ;San Lucas;;Generica;;IVA 21%;$   ;400,00;;0,000;;;Aperitivos;Aperitivos;;;Small Bach - Small Bach ;;0,000;0,000;;;0;0,000;;;
2066001;1;;YACO107        ;San Pedro de Yacochuya Torrontes;;Generica;;IVA 21%;$   ;17.100,00;;0,000;;;Vino Blanco;Torrontes;;Vinos;Cardón del Valle S.R.L. - ;;1,000;0,000;;;0;0,000;;;
2011801;1;;AGUA6          ;San Pellegrino Con Gas 1000 Ml (Pet);;Generica;;IVA 21%;$   ;8.949,99;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;850,000;;;0;0,000;;;
2012201;1;;AGUA10         ;San Pellegrino Con Gas 250 Ml (Vidrio);;Generica;;IVA 21%;$   ;5.450,00;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;500,000;;;0;0,000;;;
2012101;1;;AGUA9          ;San Pellegrino Con Gas 500 Ml (Pet);;Generica;;IVA 21%;$   ;5.750,00;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;450,000;;;0;0,000;;;
2012001;1;;AGUA8          ;San Pellegrino Con Gas 505 Ml (Vidrio);;Generica;;IVA 21%;$   ;6.450,00;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;600,000;;;0;0,000;;;
2011901;1;;AGUA7          ;San Pellegrino Con Gas 750 Ml (Vidrio);;Generica;;IVA 21%;$   ;8.949,99;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;800,000;;;0;0,000;;;
1347101;1;;JOV10          ;Sangrada;;Generica;;IVA 21%;$   ;500,00;;0,000;;;Aperitivos;Aperitivos;;;;;0,000;287,000;;;0;0,000;;;
2056501;1;;4209           ;Santa Celina Luron Export ;;Generica;;IVA 21%;$   ;5.800,00;;0,000;;;Vino Tinto;Malbec;;;Cordon del Plata Distribuciones S.R.L. - ;;1570,248;1900,000;;;0;0,000;;;
1258901;1;;1658           ;Santa Julia Flores Negras;;Generica;;IVA 21%;$   ;440,00;;0,000;;;Vino Tinto;Pinot Noir;;;La Agrícola S.A. - Famlia Zuccardi  ;;0,000;290,000;;;0;0,000;;;
1297401;1;;1660           ;Santa Julia Lata Tardío;;Generica;;IVA 21%;$   ;150,00;;0,000;;;Vino Tardio;Sauvignon Blanc;;;La Agrícola S.A. - Famlia Zuccardi  ;;0,000;75,000;;;0;0,000;;;
2055601;1;;1631           ;Santa Julia Rva Syrah;;Generica;;IVA 21%;$   ;3.200,00;;0,000;;;Vino Tinto;Syrah;;Vinos;;;0,000;0,000;;;0;0,000;;;
1280401;1;;1659           ;Santa Julia Tardio;;Generica;;IVA 21%;$   ;479,99;;0,000;;;Vino Tardio;Sauvignon Blanc;;;La Agrícola S.A. - Famlia Zuccardi  ;;0,000;250,000;;;0;0,000;;;
1616;1;;1616           ;Santa Julia Tempranillo;;Generica;;IVA 21%;$   ;425,00;;0,000;;;Vino Tinto;Tempranillo;;;La Agrícola S.A. - Famlia Zuccardi  ;;0,000;250,000;;;0;0,000;;;
1329801;1;;TON1           ;Santa Quina Bittertonic;;Generica;;IVA 21%;$   ;180,00;;0,000;;;Generico;Generico;;;;;0,000;123,333;;;0;0,000;;;
1329901;1;;TON2           ;Santa Quina Ginger;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Generico;Generico;;;;;0,000;148,333;;;0;0,000;;;
2005801;1;;TON17          ;Santa Quina Litro;;Generica;;IVA 21%;$   ;2.000,00;;0,000;;;Generico;Generico;;;Grisolia Oscar - ;;0,000;250,000;;;0;0,000;;;
2005901;1;;TON18          ;Santa Quina Pomelo;;Generica;;IVA 21%;$   ;180,00;;0,000;;;Generico;Generico;;;Grisolia Oscar - ;;0,000;148,333;;;0;0,000;;;
1271601;1;;TON0           ;Santa Quina Tonica;;Generica;;IVA 21%;$   ;180,00;;0,000;;;Generico;Generico;;;Grisolia Oscar - ;;23,140;148,333;;;0;0,000;;;
2005101;1;;2527           ;Saurus Estate Cabernet Sauvignon;;Generica;;IVA 21%;$   ;8.154,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Consultora Umami SRL - Umami ;;351,075;1300,000;;;0;0,000;;;
2025801;1;;2536           ;Saurus Select Cabernet Sauvignon;;Generica;;IVA 21%;$   ;11.340,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Consultora Umami SRL - Umami ;;768,052;1800,000;;;0;0,000;;;
10406;1;;10406          ;Schofferhofer;;Generica;;IVA 21%;$   ;1,00;;0,000;;;Cervezas;Importadas;;;Cerveza Galicia - Cerveza Galicia ;;0,000;0,000;;;0;0,000;;;
2025701;1;;TON25          ;Schweppes 2,25 Lts.;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Bebidas Sin Alcohol;Agua Tonica;;;Reginald Lee S.A. - Reginald Lee S.A. ;;158,721;210,000;;;0;0,000;;;
1220501;1;;8330           ;Seclantas Adentro Malbec;;Generica;;IVA 21%;$   ;990,00;;0,000;;;Vino Tinto;Malbec;;;Gauchomalo S.R.L. - ;;0,000;0,000;;;0;0,000;;;
1125401;1;;930            ;Septima Estuche Madera  X 6 Bot;;Generica;;IVA 21%;$   ;425,00;;0,000;;;Vino Estuche;Estuche Vino;;;Codorniu S.A. - Codorniu S.A. ;;0,000;0,000;;;0;0,000;;;
1125501;1;;931            ;Septima Estuche Madera X 12 Bot ;;Generica;;IVA 21%;$   ;800,00;;0,000;;;Vino Estuche;Estuche Vino;;;Codorniu S.A. - Codorniu S.A. ;;0,000;0,000;;;0;0,000;;;
912;1;;912            ;Septima Rose;;Generica;;IVA 21%;$   ;25,00;;0,000;;;Vino Rosado;Merlot;;;Codorniu S.A. - Codorniu S.A. ;;0,000;0,000;;;0;0,000;;;
2061101;1;;BAT043         ;Serbal Assemblage Atamisque;;Generica;;IVA 21%;$   ;18.700,01;;0,000;;;Vino Tinto;Blend;;;;;0,000;0,000;;;0;0,000;;;
2060901;1;;BAT041         ;Serbal Cabernet Franc Atamisque;;Generica;;IVA 21%;$   ;13.400,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;0,000;;;0;0,000;;;
2080801;1;;BAT047         ;Serbal Chardonnay;;Generica;;IVA 21%;$   ;13.500,01;;0,000;;;Vino Blanco;Chardonnay;;Vinos;Ñuke Mapu S.R.L. - Ñuke ;;0,000;0,000;;;0;0,000;;;
2060801;1;;BAT040         ;Serbal Malbec Atamisque;;Generica;;IVA 21%;$   ;13.400,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;0,000;;;0;0,000;;;
2061001;1;;BAT042         ;Serbal Petit Verdot Atamisque;;Generica;;IVA 21%;$   ;13.400,00;;0,000;;;Vino Tinto;Petit Verdot;;;;;0,000;0,000;;;0;0,000;;;
2065901;1;;BAT045         ;Serbal Pinot Noir;;Generica;;IVA 21%;$   ;13.400,00;;0,000;;;Vino Tinto;Pinot Noir;;Vinos;;;0,000;0,000;;;0;0,000;;;
2061201;1;;BAT044         ;Serbal Rose Atamisque;;Generica;;IVA 21%;$   ;13.400,00;;0,000;;;Vino Rosado;Malbec;;;;;0,000;0,000;;;0;0,000;;;
2075101;1;;BAT046         ;Serbal Viognier;;Generica;;IVA 21%;$   ;13.600,00;;0,000;;;Vino Blanco;Viognier;;;;;0,000;0,000;;;0;0,000;;;
1123901;1;;4              ;Servicios Comerciales;;Generica;;IVA 21%;$   ;9,99;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;;;
1105001;1;;1311           ;Siesta Adobe;;Generica;;IVA 21%;$   ;826,01;;0,000;;;Vino Estuche;Estuche Vino;;;Carlos Omar Reggiardo - Luigi Bosca ;;173,800;447,200;;;0;0,000;;;
1305001;1;;AÑ1307         ;Siesta Malbec 2013;;Generica;;IVA 21%;$   ;3.800,01;;0,000;;;Vino Tinto;Malbec;;;Nakbe S.A. - Ernesto Catena ;;0,000;0,000;;;0;0,000;;;
1305901;1;;AÑ13081        ;Siesta Syrah 09;;Generica;;IVA 21%;$   ;7.700,00;;0,000;;;Vino Tinto;Syrah;;;;;0,000;0,000;;;0;0,000;;;
1313401;1;;7804           ;Sikuri Syrah Dupont;;Generica;;IVA 21%;$   ;36.000,00;;0,000;;;Vino Tinto;Syrah;;;Guido Bilotta - Selectos de Baco ;;0,000;2750,000;;;0;0,000;;;
2062601;1;;11513          ;Silenio Cabernet Franc Staphyle;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;0,000;;;0;0,000;;;
2062201;1;;11511          ;Silenio Malbec Staphyle;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;0,000;;;0;0,000;;;
2062501;1;;11512          ;Silenio Merlot Staphyle;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Merlot;;;;;0,000;0,000;;;0;0,000;;;
1267401;1;;9708           ;Sin Fin Bonarda;;Generica;;IVA 21%;$   ;8.500,00;;0,000;;;Vino Tinto;Bonarda;;;Codificados S.R.L. - ;;1673,553;2025,000;;;0;0,000;;;
1267301;1;;9707           ;Sin Fin Cabernet Franc;;Generica;;IVA 21%;$   ;8.500,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Codificados S.R.L. - ;;1675,849;2025,000;;;0;0,000;;;
1267101;1;;9705           ;Sin Fin Gg Cabernet Franc;;Generica;;IVA 21%;$   ;13.200,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Codificados S.R.L. - ;;2892,562;3000,000;;;0;0,000;;;
1267001;1;;9704           ;Sin Fin Gg Malbec;;Generica;;IVA 21%;$   ;13.200,00;;0,000;;;Vino Tinto;Malbec;;;Codificados S.R.L. - ;;1675,849;3000,000;;;0;0,000;;;
2009201;1;;9799           ;Sin Fin Grappa;;Generica;;IVA 21%;$   ;17.900,00;;0,000;;;Generico;Generico;;Vinos;Codificados S.R.L. - ;;3132,232;4300,000;;;0;0,000;;;
1266801;1;;9702           ;Sin Fin Interminable Blend M-Cf-Pv;;Generica;;IVA 21%;$   ;17.900,00;;0,000;;;Vino Tinto;Blend;;;Codificados S.R.L. - ;;481,968;4300,000;;;0;0,000;;;
1266901;1;;9703           ;Sin Fin Interminable Malbec;;Generica;;IVA 21%;$   ;17.900,00;;0,000;;;Vino Tinto;Malbec;;;Codificados S.R.L. - ;;3553,719;4300,000;;;0;0,000;;;
1267201;1;;9706           ;Sin Fin Malbec;;Generica;;IVA 21%;$   ;8.500,00;;0,000;;;Vino Tinto;Malbec;;;Codificados S.R.L. - ;;1900,827;2025,000;;;0;0,000;;;
1267501;1;;9709           ;Sin Fin Sauvignon Blanc;;Generica;;IVA 21%;$   ;8.500,00;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Codificados S.R.L. - ;;0,000;2025,000;;;0;0,000;;;
1129501;1;;506            ;Sin Palabra Chardonnay;;Generica;;IVA 21%;$   ;27,00;;0,000;;;Vino Blanco;Chardonnay;;;;;0,000;0,000;;;0;0,000;;;
1114401;1;;5802           ;Sinfonia Cabernet Sauvignon;;Generica;;IVA 21%;$   ;36,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;;;0,000;22,950;;;0;0,000;;;
2058501;1;;1375           ;Sintesis Pet Nat;;Generica;;IVA 21%;$   ;8.500,00;;0,000;;;Vino Espumoso;Brut;;Vinos;Nakbe S.A. - Ernesto Catena ;;1,000;0,000;;;0;0,000;;;
2016801;1;;10710          ;Sir Edwar´S Beer Reserve;;Generica;;IVA 21%;$   ;25.900,00;;0,000;;;Destilados;Whiskies;;;Bodega Tres Blasones S.A. - ;;3522,710;2750,000;;;0;0,000;;;
2001201;1;;4028           ;Sombrero Cabernet Sauvignon Huentala;;Generica;;IVA 21%;$   ;14.500,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Ñuke Mapu S.R.L. - Ñuke ;;785,120;1050,000;;;0;0,000;;;
1232801;1;;4019           ;Sombrero Torrontes;;Generica;;IVA 21%;$   ;390,00;;0,000;;;Vino Blanco;Torrontes;;;Ñuke Mapu S.R.L. - Ñuke ;;0,000;195,000;;;0;0,000;;;
2066601;1;;AAP073         ;Spectre Vodka;;Generica;;IVA 21%;$   ;0,00;;0,000;;;Aperitivos;Aperitivos;;;;;0,000;0,000;;;0;0,000;;;
2059101;1;;10032          ;Spirito Blue;;Generica;;IVA 21%;$   ;15.700,00;;0,000;;;Destilados;Gin;;;Alta Distribucion S.A. - Alta Distribucion ;;1,000;6748,000;;;0;0,000;;;
1241501;1;;1652           ;Sta Julia Innovación Ekigaina;;Generica;;IVA 21%;$   ;195,00;;0,000;;;Vino Tinto;Blend;;;La Agrícola S.A. - Famlia Zuccardi  ;;0,000;121,000;;;0;0,000;;;
2015901;1;;50251          ;Stabz Aceituna/Atun;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,112;390,110;;;0;0,000;;;
2016001;1;;50252          ;Stabz Aceitunas/Alcaparras;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,110;390,110;;;0;0,000;;;
1136901;1;;50250          ;Stabz Aceitunas/Anchoas;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,115;390,110;;;0;0,000;;;
2038001;1;;50254          ;Stabz Aceitunas/Jalapeño;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,115;390,110;;;0;0,000;;;
2038201;1;;50256          ;Stabz Aceitunas/Limon ;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,110;390,110;;;0;0,000;;;
2038101;1;;50255          ;Stabz Aceitunas/Pimiento Suave;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,115;390,110;;;0;0,000;;;
2037901;1;;50253          ;Stabz Aceitunas/Salmon;;Generica;;IVA 21%;$   ;890,00;;0,000;;;Generico;Generico;;;Goodies S.A. - Goodies S.A. ;;390,115;390,110;;;0;0,000;;;
1121201;1;;10311          ;Stella Artois ;;Generica;;IVA 21%;$   ;15,00;;0,000;;;Cervezas;Nacionales;;;Cerveceria y Malteria Quilmes - Cerveceria y Malteria Quilmes ;;0,000;0,000;;;0;0,000;;;
2047701;1;;9128           ;Sunal Salvaje Cachi Malbec A. Lanús;;Generica;;IVA 21%;$   ;38.700,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Guido Bilotta - Selectos de Baco ;;0,000;3810,000;;;0;0,000;;;
2047601;1;;9129           ;Sunal Salvaje Luracatao Malbec A. Lanús;;Generica;;IVA 21%;$   ;38.700,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Guido Bilotta - Selectos de Baco ;;0,000;3810,000;;;0;0,000;;;
2032301;1;;SU007          ;Sur de Los Andes Gran Rva Malbec;;Generica;;IVA 21%;$   ;31.500,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Federal Sociedad Simple - Monte Quieto ;;0,000;3000,000;;;0;0,000;;;
2003901;1;;5651           ;Susana Balbo Signature Cabernet Sauvignon;;Generica;;IVA 21%;$   ;13.305,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;Vinos;Consultora Umami SRL - Umami ;;0,000;3000,000;;;0;0,000;;;
2042901;1;;7894           ;Sv Canelones Chard Deicas;;Generica;;IVA 21%;$   ;17.630,00;;0,000;;;Vino Blanco;Chardonnay;;;Guido Bilotta - Selectos de Baco ;;0,000;0,000;;;0;0,000;;;
2026001;1;;7897           ;Sv Lujan de Cuyo Malbec Deicas;;Generica;;IVA 21%;$   ;16.560,00;;0,000;;;Vino Tinto;Malbec;;;Guido Bilotta - Selectos de Baco ;;0,000;3040,000;;;0;0,000;;;
2042801;1;;7895           ;Sv Maldonado Blend Deicas;;Generica;;IVA 21%;$   ;17.630,00;;0,000;;;Vino Tinto;Blend;;;Guido Bilotta - Selectos de Baco ;;0,000;2500,000;;;0;0,000;;;
2043801;1;;P10098         ;Sylvestra Sauvignon Blanc Flia Bressia;;Generica;;IVA 21%;$   ;3.000,00;;0,000;;;Vino Blanco;Sauvignon Blanc;;;Alto Valor S.A - Mercados Regionales ;;0,000;1050,000;;;0;0,000;;;
1318001;1;;4834           ;T. D.  Dioses Bravo Malbec G. Riili ;;Generica;;IVA 21%;$   ;63.000,01;;0,000;;;Vino Tinto;Malbec;;;Experiencia Fatuvi Uco S.A. - Gimenez Riili ;;269,627;1800,000;;;0;0,000;;;
1220101;1;;8303           ;Tacuil Cabernet Sauvignon;;Generica;;IVA 21%;$   ;790,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Gauchomalo S.R.L. - ;;0,000;0,000;;;0;0,000;;;
1179701;1;;10905          ;Tambo Licor de Dulce de Leche;;Generica;;IVA 21%;$   ;30.000,00;;0,000;;;Licores;Licores;;;Dellepiane - ;;0,000;3000,000;;;0;0,000;;;
1301801;1;;ST004          ;Tambucho Chimichurri;;Generica;;IVA 21%;$   ;220,00;;0,000;;;Generico;Generico;;;;;0,000;120,000;;;0;0,000;;;
1302201;1;;ST008          ;Tambucho Curry;;Generica;;IVA 21%;$   ;220,00;;0,000;;;Generico;Generico;;;;;0,000;120,000;;;0;0,000;;;
1301701;1;;ST003          ;Tambucho Flor de Sal ;;Generica;;IVA 21%;$   ;220,00;;0,000;;;Generico;Generico;;;;;0,000;120,000;;;0;0,000;;;
1302101;1;;ST007          ;Tambucho Pimienta;;Generica;;IVA 21%;$   ;220,00;;0,000;;;Generico;Generico;;;;;0,000;120,000;;;0;0,000;;;
1301601;1;;ST002          ;Tambucho Sal 1 Kg;;Generica;;IVA 21%;$   ;900,00;;0,000;;;Generico;Generico;;;;;0,000;600,000;;;0;0,000;;;
1301501;1;;ST001          ;Tambucho Sal Piramidal 500 Grs;;Generica;;IVA 21%;$   ;590,00;;0,000;;;Generico;Generico;;;;;0,000;330,000;;;0;0,000;;;
